Lead_ID,Acquisition_Channel,Current_Stage,Annual_Contract_Value_USD,Creation_Date,Days_to_Close,Close_Date
12770,Outbound,Technical Demo,25365.53,2025-04-08,,
12774,Outbound,Technical Demo,18274.25,2025-04-08,,
12779,Outbound,Technical Demo,30234.58,2025-06-05,,
12796,Outbound,Technical Demo,23789.86,2025-06-29,,
12813,Outbound,Technical Demo,28174.51,2025-11-29,,
12823,Outbound,Technical Demo,27565.6,2025-06-17,,
12845,Outbound,Technical Demo,18541.26,2025-03-07,,
12856,Outbound,Technical Demo,27453.94,2025-03-21,,
12865,Outbound,Technical Demo,20281.03,2025-10-25,,
12867,Outbound,Technical Demo,27982.9,2025-10-31,,
12874,Outbound,Technical Demo,22806.24,2025-12-30,,
12877,Outbound,Technical Demo,23873.78,2025-01-13,,
12888,Outbound,Technical Demo,26181.93,2025-10-13,,
12897,Outbound,Technical Demo,20181.23,2025-03-12,,
12913,Outbound,Technical Demo,27835.94,2025-03-04,,
12944,Outbound,Technical Demo,22772.54,2025-10-30,,
12966,Outbound,Technical Demo,20773.24,2025-05-25,,
12967,Outbound,Technical Demo,26334.69,2025-04-12,,
12970,Outbound,Technical Demo,21660.12,2025-05-01,,
12973,Outbound,Technical Demo,22714.72,2025-10-23,,
10012,Referral,Closed Lost,26244.32,2025-01-30,130.0,2025-06-09
10013,Referral,Closed Lost,29813.02,2025-03-25,87.0,2025-06-20
10035,Referral,Closed Lost,21450.83,2025-07-15,46.0,2025-08-30
10036,Referral,Closed Lost,24241.71,2025-02-12,178.0,2025-08-09
10044,Referral,Closed Lost,27347.89,2025-04-16,42.0,2025-05-28
10051,Referral,Closed Lost,19927.99,2025-03-31,149.0,2025-08-27
10053,Referral,Closed Lost,33265.65,2025-12-28,178.0,2026-06-24
10054,Referral,Closed Lost,24083.17,2025-08-16,104.0,2025-11-28
10074,Referral,Closed Lost,20212.32,2025-10-05,47.0,2025-11-21
10105,Referral,Closed Lost,23594.51,2025-02-15,97.0,2025-05-23
10119,Referral,Closed Lost,17125.55,2025-02-06,137.0,2025-06-23
10121,Referral,Closed Lost,26593.08,2025-08-19,103.0,2025-11-30
10122,Referral,Closed Lost,25446.63,2025-11-29,78.0,2026-02-15
10141,Referral,Closed Lost,21266.37,2025-05-07,32.0,2025-06-08
10155,Referral,Closed Lost,22684.68,2025-10-01,51.0,2025-11-21
10183,Referral,Closed Lost,21184.24,2025-09-30,122.0,2026-01-30
10184,Referral,Closed Lost,25634.19,2025-06-15,163.0,2025-11-25
10187,Referral,Closed Lost,29053.34,2025-07-05,95.0,2025-10-08
10227,Referral,Closed Lost,24845.43,2025-12-03,80.0,2026-02-21
10241,Referral,Closed Lost,21974.65,2025-09-06,41.0,2025-10-17
10242,Referral,Closed Lost,18742.31,2025-04-21,145.0,2025-09-13
10246,Referral,Closed Lost,25347.47,2025-10-09,102.0,2026-01-19
10248,Referral,Closed Lost,18338.74,2025-12-28,69.0,2026-03-07
10271,Referral,Closed Lost,19613.07,2025-04-15,65.0,2025-06-19
10281,Referral,Closed Lost,25026.35,2025-12-06,65.0,2026-02-09
10293,Referral,Closed Lost,31831.26,2025-12-16,74.0,2026-02-28
10306,Referral,Closed Lost,22939.85,2025-02-05,132.0,2025-06-17
10315,Referral,Closed Lost,18776.54,2025-03-24,39.0,2025-05-02
10352,Referral,Closed Lost,21792.24,2025-04-17,115.0,2025-08-10
10368,Referral,Closed Lost,25204.22,2025-11-24,92.0,2026-02-24
10384,Referral,Closed Lost,26558.08,2025-10-03,66.0,2025-12-08
10391,Referral,Closed Lost,24227.14,2025-11-06,62.0,2026-01-07
10404,Referral,Closed Lost,25150.68,2025-08-02,34.0,2025-09-05
10409,Referral,Closed Lost,23277.7,2025-05-27,159.0,2025-11-02
10412,Referral,Closed Lost,23777.62,2025-01-06,145.0,2025-05-31
10454,Referral,Closed Lost,19134.85,2025-04-08,36.0,2025-05-14
10465,Referral,Closed Lost,28088.32,2025-10-17,158.0,2026-03-24
10490,Referral,Closed Lost,25040.35,2025-07-13,166.0,2025-12-26
10499,Referral,Closed Lost,30422.83,2025-02-10,141.0,2025-07-01
10508,Referral,Closed Lost,27513.49,2025-05-16,128.0,2025-09-21
10518,Referral,Closed Lost,26271.67,2025-10-08,176.0,2026-04-02
10523,Referral,Closed Lost,22546.95,2025-10-22,44.0,2025-12-05
10525,Referral,Closed Lost,23762.56,2025-02-22,156.0,2025-07-28
10530,Referral,Closed Lost,22662.94,2025-01-28,97.0,2025-05-05
10531,Referral,Closed Lost,25817.26,2025-09-09,34.0,2025-10-13
10533,Referral,Closed Lost,28573.26,2025-07-20,151.0,2025-12-18
10536,Referral,Closed Lost,23356.28,2025-11-04,135.0,2026-03-19
10537,Referral,Closed Lost,20992.41,2025-05-20,36.0,2025-06-25
10541,Referral,Closed Lost,21400.82,2025-09-05,155.0,2026-02-07
10552,Referral,Closed Lost,26798.73,2025-07-17,37.0,2025-08-23
10555,Referral,Closed Lost,21349.31,2025-01-15,51.0,2025-03-07
10576,Referral,Closed Lost,22445.01,2025-05-26,48.0,2025-07-13
10615,Referral,Closed Lost,24175.59,2025-10-21,145.0,2026-03-15
10632,Referral,Closed Lost,22217.34,2025-08-21,101.0,2025-11-30
10646,Referral,Closed Lost,18251.7,2025-03-24,148.0,2025-08-19
10676,Referral,Closed Lost,28450.8,2025-10-05,88.0,2026-01-01
10680,Referral,Closed Lost,23429.27,2025-08-23,40.0,2025-10-02
10708,Referral,Closed Lost,24819.89,2025-08-22,155.0,2026-01-24
10716,Referral,Closed Lost,30304.51,2025-01-26,152.0,2025-06-27
10721,Referral,Closed Lost,30113.78,2025-09-19,30.0,2025-10-19
10746,Referral,Closed Lost,24940.62,2025-09-07,84.0,2025-11-30
10749,Referral,Closed Lost,30879.51,2025-03-19,159.0,2025-08-25
10759,Referral,Closed Lost,23766.93,2025-02-17,140.0,2025-07-07
10768,Referral,Closed Lost,29798.41,2025-09-12,144.0,2026-02-03
10807,Referral,Closed Lost,21302.71,2025-11-16,54.0,2026-01-09
10808,Referral,Closed Lost,27857.39,2025-04-08,170.0,2025-09-25
10812,Referral,Closed Lost,24407.14,2025-12-12,144.0,2026-05-05
10815,Referral,Closed Lost,31107.62,2025-10-14,83.0,2026-01-05
10821,Referral,Closed Lost,24482.11,2025-01-25,112.0,2025-05-17
10844,Referral,Closed Lost,19127.98,2025-06-18,166.0,2025-12-01
10918,Referral,Closed Lost,27815.92,2025-12-16,86.0,2026-03-12
10932,Referral,Closed Lost,20564.36,2025-06-22,72.0,2025-09-02
10938,Referral,Closed Lost,29001.66,2025-08-02,157.0,2026-01-06
10944,Referral,Closed Lost,25060.32,2025-02-28,64.0,2025-05-03
10949,Referral,Closed Lost,22146.45,2025-05-16,90.0,2025-08-14
10954,Referral,Closed Lost,20517.89,2025-12-08,163.0,2026-05-20
10997,Referral,Closed Lost,25407.58,2025-05-27,157.0,2025-10-31
11005,Referral,Closed Lost,26738.04,2025-06-19,160.0,2025-11-26
11008,Referral,Closed Lost,25296.8,2025-01-13,174.0,2025-07-06
11012,Referral,Closed Lost,20602.98,2025-02-20,128.0,2025-06-28
11016,Referral,Closed Lost,25606.84,2025-01-03,89.0,2025-04-02
11019,Referral,Closed Lost,24864.24,2025-09-13,114.0,2026-01-05
11027,Referral,Closed Lost,23444.0,2025-08-31,139.0,2026-01-17
11028,Referral,Closed Lost,27559.6,2025-11-06,71.0,2026-01-16
11030,Referral,Closed Lost,26549.93,2025-03-01,158.0,2025-08-06
11045,Referral,Closed Lost,26356.2,2025-06-16,30.0,2025-07-16
11061,Referral,Closed Lost,25892.39,2025-03-26,58.0,2025-05-23
11062,Referral,Closed Lost,25418.49,2025-11-16,51.0,2026-01-06
11080,Referral,Closed Lost,29325.83,2025-01-21,153.0,2025-06-23
11085,Referral,Closed Lost,22555.73,2025-05-20,35.0,2025-06-24
11102,Referral,Closed Lost,27461.66,2025-10-17,131.0,2026-02-25
11104,Referral,Closed Lost,23739.92,2025-12-14,83.0,2026-03-07
11105,Referral,Closed Lost,19285.98,2025-08-11,56.0,2025-10-06
11118,Referral,Closed Lost,23303.82,2025-09-29,78.0,2025-12-16
11121,Referral,Closed Lost,26837.0,2025-09-08,167.0,2026-02-22
11141,Referral,Closed Lost,26081.11,2025-02-14,103.0,2025-05-28
11166,Referral,Closed Lost,28244.54,2025-02-01,120.0,2025-06-01
11167,Referral,Closed Lost,25112.63,2025-04-08,110.0,2025-07-27
11181,Referral,Closed Lost,28772.86,2025-04-02,72.0,2025-06-13
11184,Referral,Closed Lost,22319.45,2025-08-04,60.0,2025-10-03
11196,Referral,Closed Lost,25499.97,2025-07-31,63.0,2025-10-02
11198,Referral,Closed Lost,26209.82,2025-09-20,33.0,2025-10-23
11221,Referral,Closed Lost,22850.28,2025-02-12,50.0,2025-04-03
11229,Referral,Closed Lost,22562.36,2025-12-08,162.0,2026-05-19
11244,Referral,Closed Lost,23084.24,2025-09-20,176.0,2026-03-15
11278,Referral,Closed Lost,22488.73,2025-03-25,44.0,2025-05-08
11295,Referral,Closed Lost,28214.55,2025-03-03,81.0,2025-05-23
11335,Referral,Closed Lost,22492.93,2025-12-11,62.0,2026-02-11
11357,Referral,Closed Lost,25792.76,2025-07-12,42.0,2025-08-23
11368,Referral,Closed Lost,22845.81,2025-02-21,103.0,2025-06-04
11371,Referral,Closed Lost,21599.74,2025-01-13,132.0,2025-05-25
11408,Referral,Closed Lost,27867.41,2025-07-12,90.0,2025-10-10
11420,Referral,Closed Lost,22348.84,2025-04-09,50.0,2025-05-29
11425,Referral,Closed Lost,24524.39,2025-05-23,157.0,2025-10-27
11426,Referral,Closed Lost,22245.94,2025-07-08,178.0,2026-01-02
11445,Referral,Closed Lost,24528.93,2025-11-25,176.0,2026-05-20
11449,Referral,Closed Lost,27892.47,2025-06-17,107.0,2025-10-02
11467,Referral,Closed Lost,24103.54,2025-05-18,53.0,2025-07-10
11473,Referral,Closed Lost,21513.8,2025-08-31,61.0,2025-10-31
11477,Referral,Closed Lost,24810.18,2025-07-13,64.0,2025-09-15
11481,Referral,Closed Lost,23570.35,2025-10-18,142.0,2026-03-09
11500,Referral,Closed Lost,23909.28,2025-12-24,102.0,2026-04-05
11511,Referral,Closed Lost,28997.65,2025-01-03,101.0,2025-04-14
11545,Referral,Closed Lost,27730.65,2025-07-22,80.0,2025-10-10
11553,Referral,Closed Lost,23217.37,2025-06-11,175.0,2025-12-03
11565,Referral,Closed Lost,22212.59,2025-01-18,67.0,2025-03-26
11592,Referral,Closed Lost,28918.22,2025-09-03,48.0,2025-10-21
11600,Referral,Closed Lost,20925.48,2025-10-02,119.0,2026-01-29
11608,Referral,Closed Lost,24864.63,2025-04-26,35.0,2025-05-31
11611,Referral,Closed Lost,24569.02,2025-01-05,159.0,2025-06-13
11635,Referral,Closed Lost,24260.99,2025-06-07,105.0,2025-09-20
11642,Referral,Closed Lost,28823.29,2025-06-26,34.0,2025-07-30
11648,Referral,Closed Lost,25216.76,2025-08-15,120.0,2025-12-13
11663,Referral,Closed Lost,22291.57,2025-02-05,176.0,2025-07-31
11682,Referral,Closed Lost,25994.41,2025-07-31,52.0,2025-09-21
11684,Referral,Closed Lost,22959.48,2025-11-27,79.0,2026-02-14
11686,Referral,Closed Lost,29427.64,2025-05-09,42.0,2025-06-20
11687,Referral,Closed Lost,26474.34,2025-07-16,155.0,2025-12-18
11699,Referral,Closed Lost,23113.99,2025-07-05,53.0,2025-08-27
11701,Referral,Closed Lost,20555.26,2025-06-15,80.0,2025-09-03
11716,Referral,Closed Lost,23616.2,2025-11-16,85.0,2026-02-09
11719,Referral,Closed Lost,24181.47,2025-09-07,142.0,2026-01-27
11773,Referral,Closed Lost,28196.13,2025-12-18,129.0,2026-04-26
11780,Referral,Closed Lost,27646.86,2025-05-12,110.0,2025-08-30
11782,Referral,Closed Lost,24081.96,2025-09-09,150.0,2026-02-06
11786,Referral,Closed Lost,25432.98,2025-11-20,47.0,2026-01-06
11801,Referral,Closed Lost,29621.32,2025-06-21,65.0,2025-08-25
11828,Referral,Closed Lost,29206.03,2025-06-22,105.0,2025-10-05
11845,Referral,Closed Lost,23174.52,2025-09-28,76.0,2025-12-13
11852,Referral,Closed Lost,20369.65,2025-12-24,55.0,2026-02-17
11854,Referral,Closed Lost,25310.61,2025-04-23,30.0,2025-05-23
11865,Referral,Closed Lost,23487.11,2025-07-18,97.0,2025-10-23
11871,Referral,Closed Lost,27737.86,2025-09-22,44.0,2025-11-05
11874,Referral,Closed Lost,19895.0,2025-09-16,179.0,2026-03-14
11917,Referral,Closed Lost,28318.69,2025-11-03,46.0,2025-12-19
11936,Referral,Closed Lost,24355.14,2025-07-10,107.0,2025-10-25
11955,Referral,Closed Lost,23452.28,2025-04-15,157.0,2025-09-19
11963,Referral,Closed Lost,26562.07,2025-10-26,147.0,2026-03-22
11976,Referral,Closed Lost,25097.19,2025-09-28,97.0,2026-01-03
11982,Referral,Closed Lost,25854.26,2025-04-12,151.0,2025-09-10
12055,Referral,Closed Lost,27929.29,2025-09-30,31.0,2025-10-31
12084,Referral,Closed Lost,25535.59,2025-05-08,50.0,2025-06-27
12101,Referral,Closed Lost,21544.01,2025-07-22,164.0,2026-01-02
12107,Referral,Closed Lost,23265.66,2025-11-23,165.0,2026-05-07
12120,Referral,Closed Lost,22735.4,2025-11-07,44.0,2025-12-21
12121,Referral,Closed Lost,25096.43,2025-02-13,63.0,2025-04-17
12129,Referral,Closed Lost,22522.5,2025-01-13,77.0,2025-03-31
12136,Referral,Closed Lost,22582.02,2025-09-10,77.0,2025-11-26
12150,Referral,Closed Lost,24867.18,2025-10-15,32.0,2025-11-16
12164,Referral,Closed Lost,23383.63,2025-12-04,176.0,2026-05-29
12201,Referral,Closed Lost,25742.44,2025-11-04,145.0,2026-03-29
12206,Referral,Closed Lost,23620.42,2025-11-18,131.0,2026-03-29
12210,Referral,Closed Lost,27894.31,2025-07-11,120.0,2025-11-08
12212,Referral,Closed Lost,27880.92,2025-12-27,87.0,2026-03-24
12217,Referral,Closed Lost,23896.65,2025-02-28,129.0,2025-07-07
12219,Referral,Closed Lost,21002.65,2025-01-17,173.0,2025-07-09
12234,Referral,Closed Lost,26612.44,2025-01-18,170.0,2025-07-07
12305,Referral,Closed Lost,20285.74,2025-01-01,153.0,2025-06-03
12321,Referral,Closed Lost,28150.15,2025-12-09,58.0,2026-02-05
12357,Referral,Closed Lost,25159.18,2025-10-16,70.0,2025-12-25
12372,Referral,Closed Lost,24106.61,2025-05-04,157.0,2025-10-08
12381,Referral,Closed Lost,28942.22,2025-12-01,81.0,2026-02-20
12383,Referral,Closed Lost,28183.77,2025-02-06,40.0,2025-03-18
12409,Referral,Closed Lost,15336.95,2025-07-11,31.0,2025-08-11
12416,Referral,Closed Lost,17044.52,2025-10-11,98.0,2026-01-17
12428,Referral,Closed Lost,23790.8,2025-01-10,77.0,2025-03-28
12452,Referral,Closed Lost,22206.99,2025-11-27,127.0,2026-04-03
12462,Referral,Closed Lost,27973.57,2025-11-05,79.0,2026-01-23
12472,Referral,Closed Lost,22468.44,2025-11-28,70.0,2026-02-06
12476,Referral,Closed Lost,29468.8,2025-03-19,118.0,2025-07-15
12482,Referral,Closed Lost,23779.08,2025-02-05,119.0,2025-06-04
12483,Referral,Closed Lost,25042.01,2025-10-30,133.0,2026-03-12
12509,Referral,Closed Lost,27064.62,2025-01-31,158.0,2025-07-08
12510,Referral,Closed Lost,23669.18,2025-06-11,154.0,2025-11-12
12530,Referral,Closed Lost,25035.64,2025-08-30,126.0,2026-01-03
12532,Referral,Closed Lost,29077.89,2025-08-04,116.0,2025-11-28
12582,Referral,Closed Lost,19160.42,2025-02-27,126.0,2025-07-03
12591,Referral,Closed Lost,23633.6,2025-09-07,46.0,2025-10-23
12702,Referral,Closed Lost,22226.93,2025-08-21,87.0,2025-11-16
12706,Referral,Closed Lost,24826.11,2025-11-12,102.0,2026-02-22
12718,Referral,Closed Lost,24236.57,2025-07-24,95.0,2025-10-27
12758,Referral,Closed Lost,27425.71,2025-05-28,126.0,2025-10-01
12773,Referral,Closed Lost,22998.0,2025-04-07,170.0,2025-09-24
12782,Referral,Closed Lost,23605.7,2025-04-22,131.0,2025-08-31
12787,Referral,Closed Lost,17863.01,2025-02-24,90.0,2025-05-25
12790,Referral,Closed Lost,20242.46,2025-10-20,68.0,2025-12-27
12803,Referral,Closed Lost,23413.0,2025-05-09,164.0,2025-10-20
12826,Referral,Closed Lost,24953.59,2025-03-27,151.0,2025-08-25
12861,Referral,Closed Lost,22733.5,2025-12-29,30.0,2026-01-28
12871,Referral,Closed Lost,26456.08,2025-01-05,120.0,2025-05-05
12872,Referral,Closed Lost,22452.69,2025-06-25,144.0,2025-11-16
12890,Referral,Closed Lost,23486.1,2025-11-25,129.0,2026-04-03
12896,Referral,Closed Lost,26475.98,2025-10-02,154.0,2026-03-05
12907,Referral,Closed Lost,29306.71,2025-08-08,158.0,2026-01-13
12923,Referral,Closed Lost,28250.75,2025-06-21,90.0,2025-09-19
12939,Referral,Closed Lost,27249.24,2025-03-28,141.0,2025-08-16
12951,Referral,Closed Lost,24354.66,2025-01-30,61.0,2025-04-01
12958,Referral,Closed Lost,24411.72,2025-01-07,48.0,2025-02-24
13000,Referral,Closed Lost,25730.43,2025-06-01,141.0,2025-10-20
10008,Referral,Closed Won,27104.48,2025-11-18,119.0,2026-03-17
10034,Referral,Closed Won,25748.64,2025-05-21,166.0,2025-11-03
10114,Referral,Closed Won,26592.93,2025-09-19,116.0,2026-01-13
10128,Referral,Closed Won,24575.42,2025-03-24,168.0,2025-09-08
10140,Referral,Closed Won,29080.35,2025-04-12,90.0,2025-07-11
10199,Referral,Closed Won,28289.64,2025-12-19,164.0,2026-06-01
10229,Referral,Closed Won,24043.76,2025-10-15,175.0,2026-04-08
10272,Referral,Closed Won,24009.73,2025-06-14,125.0,2025-10-17
10314,Referral,Closed Won,28213.24,2025-12-03,97.0,2026-03-10
10379,Referral,Closed Won,23558.06,2025-03-18,156.0,2025-08-21
10402,Referral,Closed Won,26360.76,2025-05-21,165.0,2025-11-02
10413,Referral,Closed Won,27723.89,2025-01-14,142.0,2025-06-05
10489,Referral,Closed Won,30354.33,2025-07-03,55.0,2025-08-27
10504,Referral,Closed Won,31204.68,2025-06-08,147.0,2025-11-02
10519,Referral,Closed Won,22102.65,2025-11-04,105.0,2026-02-17
10524,Referral,Closed Won,21598.51,2025-09-28,152.0,2026-02-27
10616,Referral,Closed Won,18396.27,2025-05-05,126.0,2025-09-08
10672,Referral,Closed Won,25273.28,2025-11-12,122.0,2026-03-14
10718,Referral,Closed Won,20779.17,2025-08-05,147.0,2025-12-30
10770,Referral,Closed Won,26599.62,2025-01-23,168.0,2025-07-10
10786,Referral,Closed Won,26879.62,2025-11-12,123.0,2026-03-15
10826,Referral,Closed Won,28146.59,2025-10-23,160.0,2026-04-01
10870,Referral,Closed Won,24689.24,2025-09-04,71.0,2025-11-14
11152,Referral,Closed Won,20498.57,2025-07-20,47.0,2025-09-05
11197,Referral,Closed Won,28542.97,2025-09-28,109.0,2026-01-15
11210,Referral,Closed Won,27314.21,2025-07-16,91.0,2025-10-15
11237,Referral,Closed Won,26013.87,2025-11-11,105.0,2026-02-24
11306,Referral,Closed Won,19915.08,2025-12-13,75.0,2026-02-26
11361,Referral,Closed Won,24511.89,2025-05-17,48.0,2025-07-04
11373,Referral,Closed Won,22313.94,2025-12-06,49.0,2026-01-24
11389,Referral,Closed Won,24656.58,2025-02-11,128.0,2025-06-19
11428,Referral,Closed Won,20306.13,2025-01-20,44.0,2025-03-05
11456,Referral,Closed Won,28501.36,2025-11-14,83.0,2026-02-05
11513,Referral,Closed Won,23185.28,2025-01-16,98.0,2025-04-24
11520,Referral,Closed Won,23926.52,2025-11-24,132.0,2026-04-05
11547,Referral,Closed Won,21372.4,2025-04-23,138.0,2025-09-08
11674,Referral,Closed Won,29010.91,2025-11-02,75.0,2026-01-16
11736,Referral,Closed Won,23551.05,2025-04-15,74.0,2025-06-28
11757,Referral,Closed Won,26206.8,2025-03-08,85.0,2025-06-01
11839,Referral,Closed Won,24600.99,2025-12-17,57.0,2026-02-12
11979,Referral,Closed Won,28217.63,2025-12-18,131.0,2026-04-28
11980,Referral,Closed Won,29286.28,2025-07-21,39.0,2025-08-29
11997,Referral,Closed Won,21865.49,2025-09-01,110.0,2025-12-20
12028,Referral,Closed Won,25474.28,2025-10-01,114.0,2026-01-23
12074,Referral,Closed Won,24620.4,2025-08-19,80.0,2025-11-07
12092,Referral,Closed Won,26671.41,2025-07-24,169.0,2026-01-09
12108,Referral,Closed Won,24225.97,2025-06-07,38.0,2025-07-15
12123,Referral,Closed Won,25067.02,2025-03-18,31.0,2025-04-18
12174,Referral,Closed Won,25862.69,2025-05-12,140.0,2025-09-29
12198,Referral,Closed Won,21776.02,2025-05-26,45.0,2025-07-10
12254,Referral,Closed Won,23334.95,2025-06-14,35.0,2025-07-19
12325,Referral,Closed Won,24188.9,2025-05-01,93.0,2025-08-02
12327,Referral,Closed Won,30859.32,2025-04-30,153.0,2025-09-30
12432,Referral,Closed Won,20981.53,2025-04-26,57.0,2025-06-22
12473,Referral,Closed Won,19768.98,2025-01-30,48.0,2025-03-19
12528,Referral,Closed Won,32357.11,2025-09-17,69.0,2025-11-25
12536,Referral,Closed Won,25235.32,2025-10-19,178.0,2026-04-15
12572,Referral,Closed Won,26016.98,2025-01-06,102.0,2025-04-18
12611,Referral,Closed Won,27554.77,2025-05-30,140.0,2025-10-17
12639,Referral,Closed Won,25626.56,2025-09-16,38.0,2025-10-24
12647,Referral,Closed Won,26717.34,2025-08-04,116.0,2025-11-28
12662,Referral,Closed Won,23964.69,2025-01-16,74.0,2025-03-31
12719,Referral,Closed Won,23625.92,2025-08-07,94.0,2025-11-09
12721,Referral,Closed Won,21809.94,2025-07-04,86.0,2025-09-28
12739,Referral,Closed Won,27844.43,2025-12-24,69.0,2026-03-03
12785,Referral,Closed Won,30348.72,2025-07-24,54.0,2025-09-16
12802,Referral,Closed Won,23679.18,2025-04-16,83.0,2025-07-08
12806,Referral,Closed Won,18639.74,2025-06-11,35.0,2025-07-16
12843,Referral,Closed Won,22795.57,2025-06-24,171.0,2025-12-12
12844,Referral,Closed Won,20802.32,2025-05-14,140.0,2025-10-01
12863,Referral,Closed Won,29340.83,2025-12-02,141.0,2026-04-22
12955,Referral,Closed Won,23500.38,2025-12-16,66.0,2026-02-20
12977,Referral,Closed Won,22819.68,2025-05-14,69.0,2025-07-22
12984,Referral,Closed Won,27002.64,2025-03-23,91.0,2025-06-22
12986,Referral,Closed Won,28535.26,2025-01-24,163.0,2025-07-06
10166,Referral,Legal Review,21639.86,2025-06-13,,
10243,Referral,Legal Review,20583.89,2025-04-04,,
10262,Referral,Legal Review,26700.32,2025-04-27,,
10274,Referral,Legal Review,21177.3,2025-12-20,,
10442,Referral,Legal Review,22014.48,2025-12-30,,
10479,Referral,Legal Review,25321.51,2025-09-13,,
10578,Referral,Legal Review,22063.78,2025-08-16,,
10595,Referral,Legal Review,23446.73,2025-02-20,,
10662,Referral,Legal Review,25448.03,2025-06-04,,
10736,Referral,Legal Review,25748.25,2025-02-05,,
10797,Referral,Legal Review,24462.25,2025-03-25,,
10892,Referral,Legal Review,26429.95,2025-01-23,,
10906,Referral,Legal Review,21976.26,2025-08-16,,
10907,Referral,Legal Review,23980.72,2025-02-05,,
10972,Referral,Legal Review,23188.42,2025-06-16,,
10999,Referral,Legal Review,24565.36,2025-06-06,,
11103,Referral,Legal Review,25552.93,2025-10-16,,
11122,Referral,Legal Review,22064.23,2025-10-21,,
11161,Referral,Legal Review,20802.76,2025-02-05,,
11376,Referral,Legal Review,22417.73,2025-12-18,,
11416,Referral,Legal Review,23884.66,2025-08-28,,
11835,Referral,Legal Review,29425.34,2025-01-05,,
11913,Referral,Legal Review,22065.08,2025-04-19,,
12013,Referral,Legal Review,21996.06,2025-02-24,,
12063,Referral,Legal Review,24399.4,2025-02-24,,
12076,Referral,Legal Review,27085.5,2025-10-28,,
12079,Referral,Legal Review,26324.99,2025-08-27,,
12275,Referral,Legal Review,29823.75,2025-02-07,,
12315,Referral,Legal Review,25036.51,2025-09-10,,
12354,Referral,Legal Review,18686.25,2025-12-01,,
12382,Referral,Legal Review,22153.75,2025-11-15,,
12501,Referral,Legal Review,25735.34,2025-11-19,,
12507,Referral,Legal Review,22200.68,2025-10-28,,
12525,Referral,Legal Review,24750.73,2025-08-12,,
12592,Referral,Legal Review,25734.87,2025-02-21,,
12682,Referral,Legal Review,26200.0,2025-03-15,,
12734,Referral,Legal Review,22418.3,2025-01-09,,
12886,Referral,Legal Review,29485.09,2025-06-25,,
12992,Referral,Legal Review,25037.57,2025-07-08,,
10063,Referral,Negotiation & ROI,24549.65,2025-01-18,,
10070,Referral,Negotiation & ROI,24827.81,2025-10-11,,
10089,Referral,Negotiation & ROI,24525.08,2025-03-17,,
10127,Referral,Negotiation & ROI,25392.07,2025-11-09,,
10151,Referral,Negotiation & ROI,22442.84,2025-03-28,,
10250,Referral,Negotiation & ROI,27661.24,2025-07-31,,
10253,Referral,Negotiation & ROI,26694.53,2025-10-24,,
10257,Referral,Negotiation & ROI,25577.79,2025-05-14,,
10390,Referral,Negotiation & ROI,23691.53,2025-08-28,,
10428,Referral,Negotiation & ROI,21609.46,2025-01-24,,
10438,Referral,Negotiation & ROI,21615.81,2025-10-23,,
10446,Referral,Negotiation & ROI,19440.94,2025-07-10,,
10468,Referral,Negotiation & ROI,27777.02,2025-03-22,,
10474,Referral,Negotiation & ROI,27481.71,2025-03-19,,
10486,Referral,Negotiation & ROI,23478.97,2025-12-29,,
10685,Referral,Negotiation & ROI,23852.64,2025-01-16,,
10796,Referral,Negotiation & ROI,25039.13,2025-03-17,,
10800,Referral,Negotiation & ROI,22752.48,2025-10-13,,
10811,Referral,Negotiation & ROI,28671.85,2025-03-19,,
10814,Referral,Negotiation & ROI,19986.49,2025-09-27,,
10848,Referral,Negotiation & ROI,25047.05,2025-02-16,,
10869,Referral,Negotiation & ROI,24435.39,2025-06-21,,
10893,Referral,Negotiation & ROI,30147.72,2025-05-04,,
10933,Referral,Negotiation & ROI,23537.1,2025-12-02,,
10948,Referral,Negotiation & ROI,23504.1,2025-11-08,,
11013,Referral,Negotiation & ROI,19692.85,2025-07-31,,
11023,Referral,Negotiation & ROI,24412.64,2025-10-06,,
11025,Referral,Negotiation & ROI,26711.26,2025-04-23,,
11075,Referral,Negotiation & ROI,18087.36,2025-05-23,,
11111,Referral,Negotiation & ROI,20519.47,2025-07-05,,
11123,Referral,Negotiation & ROI,20855.22,2025-04-08,,
11146,Referral,Negotiation & ROI,26142.33,2025-08-19,,
11186,Referral,Negotiation & ROI,19379.68,2025-02-05,,
11241,Referral,Negotiation & ROI,27057.57,2025-03-15,,
11249,Referral,Negotiation & ROI,22004.68,2025-07-07,,
11308,Referral,Negotiation & ROI,27451.92,2025-10-31,,
11323,Referral,Negotiation & ROI,26023.65,2025-07-18,,
11334,Referral,Negotiation & ROI,24181.2,2025-06-27,,
11356,Referral,Negotiation & ROI,20356.6,2025-02-09,,
11383,Referral,Negotiation & ROI,24379.05,2025-10-27,,
11410,Referral,Negotiation & ROI,24862.21,2025-11-22,,
11465,Referral,Negotiation & ROI,20707.51,2025-08-28,,
11522,Referral,Negotiation & ROI,25905.62,2025-05-09,,
11529,Referral,Negotiation & ROI,29249.24,2025-08-02,,
11624,Referral,Negotiation & ROI,24294.18,2025-04-25,,
11670,Referral,Negotiation & ROI,22557.97,2025-06-26,,
11855,Referral,Negotiation & ROI,29293.46,2025-10-15,,
11866,Referral,Negotiation & ROI,23176.53,2025-06-07,,
